dataset	coefficient	network	cutoff	obs	rnd_mean	rnd_median	rnd_sd	enrichment	z_score
E-MTAB-5061_alpha	manhattan	HIPPIE	20000	18	9.01	9	2.84088121198442	2	3.16451105455419
E-MTAB-5061_alpha	manhattan	HIPPIE	50000	43	27.26	27	5.45619840274353	1.59259259259259	2.88479245770929
E-MTAB-5061_alpha	manhattan	HIPPIE	1e+05	87	55.13	54	7.1937894089698	1.61111111111111	4.43021030894537
E-MTAB-5061_alpha	manhattan	Reactome	20000	32	20.09	20	4.45877865235617	1.6	2.67113506379294
E-MTAB-5061_alpha	manhattan	Reactome	50000	95	57.56	57	7.19051001970196	1.66666666666667	5.20686292035121
E-MTAB-5061_alpha	manhattan	Reactome	1e+05	183	112.34	113	11.910626780444	1.61946902654867	5.93251734795487
E-MTAB-5061_alpha	manhattan	STRING	20000	8	9.54	10	2.74292478271577	0.8	-0.561444487907264
E-MTAB-5061_alpha	manhattan	STRING	50000	25	26.13	26	4.4961375118264	0.961538461538462	-0.251326832648625
E-MTAB-5061_alpha	manhattan	STRING	1e+05	62	53.38	53	6.40041034038073	1.16981132075472	1.34678864972386
E-MTAB-5061_alpha	manhattan	OmniPath	20000	4	2.57	2.5	1.44428515050166	1.6	0.990109189659192
E-MTAB-5061_alpha	manhattan	OmniPath	50000	7	7.46	7	2.50421866279906	1	-0.183690029482426
E-MTAB-5061_alpha	manhattan	OmniPath	1e+05	9	14.34	14	3.62154049481095	0.642857142857143	-1.47451064199097
