dataset	coefficient	network	cutoff	obs	rnd_mean	rnd_median	rnd_sd	enrichment	z_score
GSE60631_l2_S1PyrDL	binomial	HIPPIE	20000	21	19.88	20	3.97537876983268	1.05	0.281734160402316
GSE60631_l2_S1PyrDL	binomial	HIPPIE	50000	43	49.45	48	6.92145690274567	0.895833333333333	-0.931884730430288
GSE60631_l2_S1PyrDL	binomial	HIPPIE	1e+05	103	102.41	103	8.08801957255672	1	0.0729474001277048
GSE60631_l2_S1PyrDL	binomial	Reactome	20000	52	29.56	29	5.23839747258721	1.79310344827586	4.28375283040846
GSE60631_l2_S1PyrDL	binomial	Reactome	50000	118	73.46	74	8.18155106185727	1.59459459459459	5.44395551201133
GSE60631_l2_S1PyrDL	binomial	Reactome	1e+05	206	140.37	140	11.1795764362041	1.47142857142857	5.87052652437377
GSE60631_l2_S1PyrDL	binomial	STRING	20000	13	9.65	9	3.16666666666667	1.44444444444444	1.0578947368421
GSE60631_l2_S1PyrDL	binomial	STRING	50000	28	23.24	22.5	5.24956948691793	1.24444444444444	0.906741021689883
GSE60631_l2_S1PyrDL	binomial	STRING	1e+05	63	48.04	48	7.37031994974548	1.3125	2.02976262930304
GSE60631_l2_S1PyrDL	binomial	OmniPath	20000	5	3.64	4	1.99757428655433	1.25	0.680825744080788
GSE60631_l2_S1PyrDL	binomial	OmniPath	50000	9	8.92	9	3.44269098411711	1	0.0232376360146992
GSE60631_l2_S1PyrDL	binomial	OmniPath	1e+05	19	17.14	17	4.40848584830977	1.11764705882353	0.421913569420469
